id,title,category,subcategory,description,short_description,tags,review_summary,review_keywords,rating_estimate,review_count_estimate,address,city,state,zip,latitude,longitude,website,phone,image,popularity_score,price_level,family_friendly,outdoor,seasonal_tags,hours
mi_015,Pagliacci Pizza,Restaurants,Pizza,Local pizza chain providing quick takeout and delivery of traditional and gourmet pizzas.,Local pizza chain providing quick takeout and delivery of traditional and gourmet pizzas.,"food,dining,pizza,takeout,delivery",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_016,McDonald’s,Restaurants,Sandwiches,"International fast-food chain serving burgers, fries, breakfast items, chicken sandwiches, and beverages.",International fast-food chain serving burgers,"food,dining,sandwiches,burgers",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_017,Subway,Restaurants,Sandwiches,"Sandwich chain offering customizable subs, wraps, and salads with fresh ingredients.",Sandwich chain offering customizable subs,"food,dining,sandwiches",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_018,Sahara Pizza,Restaurants,Pizza,Delivery and takeout pizza shop offering a variety of toppings and specialty pies.,Delivery and takeout pizza shop offering a variety of toppings and specialty pies.,"food,dining,pizza,takeout,delivery",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_019,Island Crust Cafe,Restaurants,Pizza,"Kosher vegetarian and dairy cafe offering pizza, pasta, sandwiches, and salads in a bright setting.",Kosher vegetarian and dairy cafe offering pizza,"food,dining,pizza,vegetarian,kosher,sandwiches",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_020,Yuzen,Restaurants,Sushi,"Traditional Japanese restaurant specializing in authentic sushi, tempura, and bento boxes.",Traditional Japanese restaurant specializing in authentic sushi,"food,dining,sushi,japanese",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_021,Riviera Maya,Restaurants,Mexican,"Family-owned Mexican restaurant serving traditional platters, tacos, and margaritas.",Family-owned Mexican restaurant serving traditional platters,"food,dining,mexican",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_022,Hap’s Burgers & Taps,Restaurants,Burgers,"Casual burger joint serving high-quality patties, shakes, and local craft beers on tap.",Casual burger joint serving high-quality patties,"food,dining,burgers,craft-beer",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_023,Starbucks (North),Coffee / Cafes,Cafe,"Neighborhood Starbucks location with specialty coffee drinks, seasonal beverages, and a selection of baked goods.",Neighborhood Starbucks location with specialty coffee drinks,"coffee,cafe,seasonal",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,seasonal,NEEDS_RESEARCH
mi_024,Starbucks (South),Coffee / Cafes,Cafe,South-end Starbucks location providing consistent coffee service and a community meeting spot.,South-end Starbucks location providing consistent coffee service and a community meeting spot.,"coffee,cafe",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_025,Einstein Bros. Bagels,Coffee / Cafes,Sandwiches,"Bagel café serving a variety of freshly baked bagels, breakfast sandwiches, coffee drinks, and spreads.",Bagel café serving a variety of freshly baked bagels,"coffee,cafe,sandwiches,bagels",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_026,L’Experience Paris,Coffee / Cafes,Cafe,"French café offering authentic pastries, croissants, espresso drinks, and light breakfast and lunch items.",French café offering authentic pastries,"coffee,cafe,espresso,pastries,french",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_027,La Fête Pâtisserie Française,Coffee / Cafes,Cafe,"Boutique French bakery café serving pastries, cakes, quiches, and espresso drinks.",Boutique French bakery café serving pastries,"coffee,cafe,espresso,pastries,french",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_028,HUB Boba & Creamery,Coffee / Cafes,Boba,"Popular spot for bubble tea, fruit teas, and premium ice cream flavors.","Popular spot for bubble tea, fruit teas, and premium ice cream flavors.","coffee,cafe,boba,ice-cream,tea",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_029,Teazzi Tea Shop,Coffee / Cafes,Boba,Specialized tea shop focusing on high-quality traditional boba and seasonal tea blends.,Specialized tea shop focusing on high-quality traditional boba and seasonal tea blends.,"coffee,cafe,boba,seasonal,tea",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,seasonal,NEEDS_RESEARCH
mi_030,Miriam’s Bakeshop,Bakeries / Desserts,Bakery,"Local bakery specializing in traditional Jewish and Italian baked goods, breads, and pastries.",Local bakery specializing in traditional Jewish and Italian baked goods,"bakery,dessert,pastries,italian,pizza,pasta",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_031,Macrina Bakery,Bakeries / Desserts,Sandwiches,"Artisan bakery serving fresh breads, pastries, cakes, and café-style sandwiches and coffee.",Artisan bakery serving fresh breads,"bakery,dessert,sandwiches,pastries",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_032,Baskin-Robbins,Bakeries / Desserts,Ice Cream,"Ice cream shop offering a wide variety of flavors, sundaes, and specialty ice cream cakes.",Ice cream shop offering a wide variety of flavors,"bakery,dessert,ice-cream",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_033,Menchie’s Frozen Yogurt,Bakeries / Desserts,Frozen Yogurt,Self-serve frozen yogurt shop with a rotating selection of flavors and a variety of toppings.,Self-serve frozen yogurt shop with a rotating selection of flavors and a variety of toppings.,"bakery,dessert,frozen-yogurt",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_034,Oh! Chocolate,Bakeries / Desserts,Chocolate,"Specialty chocolate shop offering handmade truffles, chocolate bars, and gift boxes.",Specialty chocolate shop offering handmade truffles,"bakery,dessert,chocolate",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_035,QFC (North Mercer Island),Grocery Stores,Grocery,"Regional grocery store providing fresh and packaged foods, prepared meals, and pharmacy services.",Regional grocery store providing fresh and packaged foods,"grocery,pharmacy",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_036,QFC (South Mercer Island),Grocery Stores,Grocery,"Regional grocery store providing fresh and packaged foods, prepared meals, and convenient shopping options.",Regional grocery store providing fresh and packaged foods,grocery,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_037,Metropolitan Market,Grocery Stores,Grocery,"Upscale grocery store offering high-quality prepared foods, artisan baked goods, and specialty products.",Upscale grocery store offering high-quality prepared foods,grocery,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_038,Island Books,Retail,Bookstore,"Independent bookstore offering a curated selection of books, gifts, and stationery.",Independent bookstore offering a curated selection of books,"shopping,retail,bookstore,books,gifts",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_039,Mud Bay,Retail,Pet Supplies,"Pet supply store specializing in natural pet foods, toys, and grooming products.","Pet supply store specializing in natural pet foods, toys, and grooming products.","shopping,retail,pet-supplies,pet,pets",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_040,All The Best Pet Care,Retail,Pet Supplies,"Local pet retailer offering holistic food, treats, and supplies for dogs and cats.",Local pet retailer offering holistic food,"shopping,retail,pet-supplies,pet,pets",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_041,Clarke & Clarke Art + Artifacts,Retail,Retail,Home décor and art store featuring unique home goods and decorative pieces.,Home décor and art store featuring unique home goods and decorative pieces.,"shopping,retail",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_042,Terra Bella,Retail,Retail,"Gift shop selling home décor, artisanal products, and seasonal gifts in a boutique environment.",Gift shop selling home décor,"shopping,retail,seasonal,gifts",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,seasonal,NEEDS_RESEARCH
mi_043,Mercer Island Florist,Retail,Florist,"Flower shop providing fresh bouquets, floral arrangements, and event floral design.",Flower shop providing fresh bouquets,"shopping,retail,florist,flowers",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_044,House of Posie,Retail,Florist,Floral studio specializing in custom floral designs for weddings and special events.,Floral studio specializing in custom floral designs for weddings and special events.,"shopping,retail,florist,flowers",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_045,Dacel’s Jewelers,Retail,Jewelry,"Family-owned jewelry store selling fine jewelry, watches, and providing repair services.",Family-owned jewelry store selling fine jewelry,"shopping,retail,jewelry",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_046,Mercer Island Eyeworks,Retail,Optical,"Optical shop offering prescription glasses, sunglasses, and eye exams.","Optical shop offering prescription glasses, sunglasses, and eye exams.","shopping,retail,optical,glasses",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
mi_047,True Value Hardware,Retail,Hardware,"Hardware store providing tools, home improvement supplies, and paint products.","Hardware store providing tools, home improvement supplies, and paint products.","shopping,retail,hardware,paint",NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,Mercer Island,WA,98040,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,NEEDS_RESEARCH,,,,NEEDS_RESEARCH
